title,authors,url,year,abstract
"Potential distributions of the parasite Trypanosoma cruzi and its vector Dipetalogaster maxima highlight areas at risk of Chagas disease transmission in Baja California Sur, Mexico, under climate change.","Flores-Lopez, C. A., D. A. Moo-Llanes, G. Romero-Figueroa, A. Guevara-Carrizales, T. Lopez-Ordoñez, M. Casas-Martínez and A. M. Samy.",https://bibtri.cepave.edu.ar/download.php?id=16656,2022,"Dipetalogaster maxima is a primary vector of Chagas disease in the Cape region of Baja California Sur,mexico. The geographic distribution of D. maxima is limited to this small region of the Baja California Peninsula inmexico. Our study aimed to construct the ecological niche models (ENMs) of this understudied vector species and the parasite responsible for Chagas disease (Trypanosoma cruzi). We modelled the ecological niches of both species under current and future climate change projections in 2050 using four Representative Concentration Pathways (RCPs): RCP 2.6, RCP 4.5, RCP 6.0, and RCP 8.5. We also assessed the human population at risk of exposure to D. maxima bites, the hypothesis of ecological niche equivalency and similarity between D. maxima and T. cruzi, and finally the abundance centroid hypothesis. The ENM predicted a higher overlap between both species in the Western and Southern coastal regions of the Baja California Peninsula. The climate change scenarios predicted a Northern shift in the ecological niche of both species. Our findings suggested that the highly tourist destination of Los Cabos is a high-risk zone for Chagas disease circulation. Overall, the study provides valuable data to vector surveillance and control programs."
Socioeconomic Determinants of Chagas Disease in an Endemic Zone in Western Mexico.,"Espinoza-Gomez, F., F. Rojas-Larios, M. G. Zavala-Cerna, A. H. Nava-Zavala, F. Lozano-Kasten, I. Delgado-Enciso and J. Rabinobich.",https://bibtri.cepave.edu.ar/download.php?id=16661,2022,"Background and Objectives: Chagas disease (ChD) is traditionally associated with poverty and ignorance. However, we do not have hard evidence about this phenomenon. Our objective was to estimate ChD’s seroprevalence in westernmexico, analyzing its association with socio-demographic variables. Methods: We surveyed 1264 habitants of 58 rural and urban localities in Jalisco, Colima, and Nayarit,mexico, identifying the ChD through indirect hemagglutination and Western Blot tests. We recorded socio-demographic and house characteristics, analyzing their association with ChD using Multiple Logistic Regression. Results: We found 85 ChD cases (seroprevalence of 6.7%). We found a significant correlation with low SES young females in rural areas (OR= 3.28; p= 0.002). However, no significant association of ChD with the SES, the SL, or the house’s quality was noticed. Conclusion: Young women living in rural areas with a low SES represent a risk population that deserves attention for preventive programs. We did not find an association of ChD with the rest of the variables in persons older than 31 years, suggesting that ChD transmission in this region is not a predominantly poverty or ignorance problem."
Diagnosis and Clinical Management of Chagas Disease: An Increasing Challenge in Non-Endemic Areas.,"Suárez, C., D. Nolder, A. García-Mingo, D. A. J. Moore and P. L. Chiodini.",https://bibtri.cepave.edu.ar/download.php?id=16694,2022,"Chagas disease (CD) is caused by the parasite Trypanosoma cruzi, and it is endemic in Central, South America,mexicoand the South of the United States. It is an important cause of early mortality and morbidity, and it is associated with poverty and stigma. A third of the cases evolve into chronic cardiomyopathy and gastrointestinal disease. The infection is transmitted vertically and by blood/organ donation and can reactivate with immunosuppression. Case identification requires awareness and screening programmes targeting the population at risk (women in reproductive age, donors, immunocompromised patients). Treatment with benznidazole or nifurtimox is most effective in the acute phase and prevents progression to chronic phase when given to children. Treating women antenatally reduces but does not eliminate vertical transmission. Treatment is poorly tolerated, contraindicated during pregnancy, and has little effect modifying the disease in the chronic phase. Screening is easily performed with serology. Migration has brought the disease outside of the endemic countries, where the transmission continues vertically and via blood and tissue/organ donations. There are more than 32 million migrants from Latin America living in non-endemic countries. However, the infection is massively underdiagnosed in this setting due to the lack of awareness by patients, health authorities and professionals. Blood and tissue donation screening policies have significantly reduced transmission in endemic countries but are not universally established in the non-endemic setting. Antenatal screening is not commonly done. Other challenges include difficulties accessing and retaining patients in the healthcare system and lack of specific funding for the interventions. Any strategy must be accompanied by education and awareness campaigns directed to patients, professionals and policy makers. The involvement of patients and their communities is central and key for success and must be sought early and actively. This review proposes strategies to address challenges faced by non-endemic countries."
Life History Data of Dipetalogaster maxima (Hemiptera: Reduviidae).,"Meraz-Medina, T., B. Nogueda-Torres and J. A. Martínez-Ibarra.",https://bibtri.cepave.edu.ar/download.php?id=16718,2022,"Dipetalogaster maxima (Uhler) is a triatomine species that has been found to be infected by Trypanosoma cruzi Chagas in the habitats of the most important tourist areas ofmexico. Its behavior and vectorial capacity have been scarcely studied, although such information is necessary to reliably estimate the importance of this species as a vector of T. cruzi in its distribution area. This study reports biological parameters related to the vectorial capacity of D. maxima. In particular, the egg-to-adult development time, number of blood meals required to molt, accumulative mortality, time to beginning of feeding, feeding and defecation times, fecundity, and fertility were examined. D. maxima took a median of 211 d to develop from egg to adult, requiring 11 meals in total. Almost two-thirds (63%) of specimens died during the cycle. The time to beginning of feeding was 1 min in all instars. Feeding times varied from 14 to 27 min. Most nymphs (except first-instar) defecated when feeding or immediately thereafter. A mean of 0.7 eggs//day was recorded, with an eclosion rate of 27.3%. Five of the eight studied parameters (mainly defecation delay) suggest the remarkable potential vectorial capacity of D. maxima, so it is necessary to maintain permanent surveillance of domiciliary populations of D. maxima, because they may be infected with T. cruzi."
Modelado Espacial Actual y Futuro de la Idoneidad de Hábitat de Triatoma nitida Usinger1 en Latinoamérica.,"Torres-Delgado, M. G., F. G. Véliz-Deras, F. J. Sánchez-Ramos, E. Ruíz-Cancino, A. R. Martínez-Sifuentes, U. Nava-Camberos, V. Ávila-Rodríguez y A. I. Ortega-Morales.",https://bibtri.cepave.edu.ar/download.php?id=16847,2022,"Triatoma nitida Usinger es vector del parásito Trypanosoma cruzi (Chagas) causante de la enfermedad de Chagas, con alta capacidad de adaptación a zonas con diferencias geográficas y climáticas, lo que podría llegar a afectar a la población humana. Considerando la problemática actual de las enfermedades reemergentes el presente estudio se realizó con los objetivos de delimitar la distribución actual de T. nitida en Latinoamérica, identificar las variables ambientales de mayor influencia sobre la distribución de la especie para el clima futuro (2041- 2060 y 2081-2100) bajo los escenarios SSP1-2.6 y SSP5-8.5 (GtCO2) e identificar las nuevas zonas con alta idoneidad de hábitat. Se generó una base de datos con 55 registros geográficos. Se descargaron 19 variables bioclimáticas del periodo actual con resolución de 2.5 arc-min. Para la proyección del clima futuro se consideró el modelo de Beijing Climate Center-Climate System Model para los años 2041-2060 y 2081-2100 bajo los escenarios SSP1-2.6 y SSP5-8.5. La superficie estimada para Latinoamérica fue de 2,089,284 km2, abarcando 17 países y 13 estados de México con zonas potenciales para la presencia de la especie. La superficie estimada para los climas futuros fue de 205,515 km2 para 2041-2060 y de 857 km2 para 2081-2100, siendo la mayor distribución en los estados de Oaxaca y Chiapas en México y los países centro y sudamericanos Guatemala, El Salvador, Honduras, Nicaragua, Venezuela, y Brasil. Se puede señalar que bajo este modelo la tendencia de disminución del área de distribución de T. nitida representa un menor riesgo epidemiológico para la población humana. Aunque la tendencia de los resultados muestran dicha disminución, se encontraron nuevas zonas geográficas de invasión las cuales poseen características climáticas ideales para el establecimiento del vector, lo que podría contribuir a su adaptación, incrementar su capacidad vectorial, así como ampliar la distribución de la enfermedad de Chagas a nuevas zonas de Latinoamérica, por lo anterior es importante considerar las áreas con alta idoneidad de hábitat."
El parásito Trypanosoma cruzi y sus migraciones aberrantes al sistema nervioso.,"Poot-Pérez, M. P., B. A. Reyes-Hernández y M. A. Torres-Castro.",https://bibtri.cepave.edu.ar/download.php?id=16857,2022,"I. La transmisión por picadura de los triatomíneos sólo ocurre en el continente americano. II. Los primeros casos en México se reportaron en 1940 por Luis Mazzotti, en dos pacientes de Tejomulco, Oaxaca. III. Trypanosoma cruzi puede infectar armadillos, zarigüeyas (tlacuaches, zorros), ratones,murciélagos y mono, además de perros y gatos. IV. De acuerdo con el Sistema de Vigilancia Epidemiológica, en el 2021 se reportaron tres casos de tripanosomiasis americana en habitantes de Yucatán."
"Meccus pallidipennis and Triatoma bassolsae as Main Vectors of Trypanosoma cruzi: The Case of Xayacatlán de Bravo, Puebla, Mexico.","Zumaquero-Rios, J. L., A. López-Monteon, J. López-Domínguez, F. V. R. Melo-Pérez, J. Torres-Montero, P. Ochoa-Martínez and A. Ramos-Ligonio.",https://bibtri.cepave.edu.ar/download.php?id=16879,2022,"Until recently, the State of Puebla,mexicohad no official reported chronic cases of Trypanosoma cruzi Chagas. The State has conditions of social and ecological marginalization for transmission of infectious agents to be effective. Entomological indices and triatomines at the municipality of Xayacatlán de Bravo, Puebla were analyzed, as well as the DTU of circulating T. cruzi. In total, 117 triatomines were collected. The isolated strains of T. cruzi were molecularly characterized using the 24Sa rRNA and miniexon markers. Results indicated Meccus pallidipennis Stål and Triatoma bassolsae are at the municipality of Xayacatlán de Bravo. We found natural infection rate of 33.3%, and the circulating DTU was TcI. Data indicated the need to study biological and bionomic aspects associated with triatomines that are adapting to human dwelling."
A Branched and Double Alpha-Gal-Bearing Synthetic Neoglycoprotein as a Biomarker for Chagas Disease.,"Montoya, A. L., E. G. Carvajal, U. Ortega-Rodriguez, I. L. Estevao, R. A. Ashmus, S. R. Jankuru, S. Portillo, C. C. Ellis, C. D. Knight, J. Alonso-Padilla, L. Izquierdo, M. J. Pinazo, J. Gascon, V. Suarez, D. M. Watts, I. R. Malo, J. M. Ramsey, B. Alarcón De Noya, O. Noya, I. C. Almeida and K. Michael.",https://bibtri.cepave.edu.ar/download.php?id=17228,2022,"Chagas disease (CD) is caused by the parasite Trypanosoma cruzi and affects 6–7 million people worldwide. The diagnosis is still challenging, due to extensive parasite diversity encompassing seven genotypes (TcI-VI and Tcbat) with diverse ecoepidemiological, biological, and pathological traits. Chemotherapeutic intervention is usually effective but associated with severe adverse events. The development of safer, more effective therapies is hampered by the lack of biomarker(s) (BMKs) for the early assessment of therapeutic outcomes. The mammal-dwelling trypomastigote parasite stage expresses glycosylphosphatidylinositol-anchored mucins (tGPI-MUC), whose O-glycans are mostly branched with terminal, nonreducing a-galactopyranosyl (a-Gal) glycotopes. These are absent in humans, and thus highly immunogenic and inducers of specific CD anti-a-Gal antibodies. In search for A-Gal-based BMKs, here we describe the synthesis of neoglycoprotein NGP11b, comprised of a carrier protein decorated with the branched trisaccharide Gala(1,2)[Gala(1,6)]GalB. By chemiluminescent immunoassay using sera plasma from chronic CD (CCD) patients from Venezuela andmexicoand healthy controls, NGP11b exhibited sensitivity and specificity similar to that of tGPI-MUC from genotype TcI, predominant in those countries. Preliminary evaluation of CCD patients subjected to chemotherapy showed a significant reduction in anti-a-Gal antibody reactivity to NGP11b. Our data indicated that NGP11b is a potential BMK for diagnosis and treatment assessment in CCD patients."
Bacterias asociadas a glándulas metasternales y glándulas de Brindley en Meccus pallidipennis (Hemiptera: Reduviidae) y su potencial participación en la producción de semioquímicos.,"Sampayo Andrade, A.",https://bibtri.cepave.edu.ar/download.php?id=17245,2022,"En Latinoamérica, y principalmente en México, el estudio de los triatominos y particularmente de Meccus pallidipennis, un insecto hematófago de hábitos nocturnos, adquiere gran importancia debido a su elevada relevancia epidemiológica al ser el causante de más del 70% de las infecciones con el parásito protozoario Trypanosoma cruzi – agente etiológico de la enfermedad de Chagas –La capacidad vectorial de los triatominos puede verse influenciada por factores tales como su contexto ambiental, sus fuentes alimentarias e incluso por las asociaciones que forman con sus conespecíficos u otras especies. En varias especies de triatominos se han descrito interacciones con diversas bacterias y con diferentes efectos sobre sus aptitudes como vector. Estas interacciones insecto-bacteria, además de las que forman con el entorno y sus fuentes alimentarias, generalmente son moduladas por compuestos orgánicos, principalmente los producidos por diversas glándulas exocrinas. Debido a lo anterior, en este trabajo se evaluó la respuesta comportamental en ejemplares adultos de M. pallidipennis expuestos ante extractos bacterianos de las GM y de las GB. Para ello se analizaron los Índices de Preferencia Individual y los Índices de Preferencia Grupal particulares y correspondientes a dos cepas bacterianas con el propósito de confirmar sus efectos biológicos con base en los efectos comportamentales"
Genetic diversity in peridomiciliary populations of Triatoma mexicana (Hemiptera: Reduviidae: Triatominae) in central Mexico.,"Rivas, N., F. Martínez-Hernández, A. Antonio-Campos, V. Sánchez-Cordero and R. Alejandre-Aguilar.",https://bibtri.cepave.edu.ar/download.php?id=17308,2022,"Triatoma mexicana is an important vector of Trypanosoma cruzi—the etiological agent of Chagas disease. This triatomine species occurs in centralmexico, but little is known about its genetic variability. Using Cyt-b gene as a genetic marker, in this study, we determined the population genetic structure of T. mexicana collected from the States of Hidalgo, Guanajuato, and Queretaro where populations are largely peridomiciliary. A Bayesian approach was performed for the design of phylogenies, median-joining networks, and clustering among populations of T. mexicana. Our results show that the Hidalgo population was the most distinct, with the highest genetic and haplotypic variation (Hd = 0.963,  = 0.06129, and  = 0.05469). Moderate gene flow (Nm) was determined among populations of Hidalgo and Queretaro. Populations from the three states showed differentiation (FST) values ranging from 0.22 to 0.3, suggesting an important genetic differentiation. The phylogenetic analysis showed the presence of five well-defined groups, as well as the haplotype network, where 24 haplotypes were observed forming five haplogroups with high mutational steps among them: 68 (Hgo-W2), 26 (Qto), 59 (Hgo-M), 44 (Hgo-W1), and 46 (Gto). Genetic isolation was apparently inferred in the Guanajuato population; however, the Mantel test did not show correlation between genetic (FST) and geographic (km) distances (p = 0.05). The STRU CTU RE analyses showed seven genetic clusters and it was observed that a single cluster predominates in each sampled location. However, genetic admixture was detected in four localities. Our results show evidence that there are multiple species within the collected sampling area."
Incremento de incidencia intradomiciliar de triatominos y prevalencia de Trypanosoma cruzi en el Centro de México.,"García-Mares, J. I., C. González-Acosta, J. Peralta-Rodríguez, F. Correa-Morales, H. Barón-Olivares y M. Moreno-García.",https://bibtri.cepave.edu.ar/download.php?id=17322,2022,"La enfermedad de Chagas afecta a millones de personas en América. La enfermedad está globalizada y en franca expansión, esto debido a la acelerada urbanización y a la expansión geográfica de chinches vectores (triatominos). La riqueza de de triatominos en México es alta (33 especies) pero varía por regiones. En Morelos, ubicado en el centro de México, se han reportado las especies Meccus pallidipennis, Triatoma barberi y T. dimidiata, con una prevalencia de infección alta. En este trabajo se describe el incremento de incidencia en ambiente intradomiciliar y el porcentaje de infección natural de triatominos en la zona oriente de Morelos. Se realizaron colectas activas intra y peri domiciliares de triatominos y se evaluó la presencia de T. cruzi en heces. Los resultados muestran que los casos de la enfermedad han ido en aumento con incremento en la preferencia intradomiciliar del triatomino. El índice de infección natural con Trypanosoma fue de 79.7 % para M. pallidipennis y del 49 % para T. barberi (no se detectó la presencia de T. dimidiata). Los resultados muestran que es necesario un incremento en los recursos económicos y humanos para generar estrategias de controles eficientes y sustentables de la enfermedad."
Molecular Characterization of Four Mexican Isolates of Trypanosoma cruzi and Their Profile Susceptibility to Nifurtimox.,"López-Domínguez, J., A. López-Monteon, P. Ochoa-Martínez, E. Dumonteil, C. Barnabé, E. Waleckx, R. G. Hernández-Giles and A. Ramos-Ligonio.",https://bibtri.cepave.edu.ar/download.php?id=17341,2022,"Conclusion Our results also evidenced a high variability in the susceptibility to NFX of these T. cruzi isolates Central and Southeasternmexico, suggesting the presence of naturally resistant isolates circulating in the country. These results have important implications for defining treatment policies for patients with Chagas disease."
Seroprevalence of Trypanosoma cruzi in Eight Blood Banks in Mexico.,"González-Guzmán, S., P. González-Cano, E. T. Bagu, S. Vázquez-Vega, M. Martínez-Salazar, M. Juárez-Montiel, A. Gutiérrez-Hoya, J. A. Crescencio-Trujillo, S. Sánchez-Montes, ..., N Ramírez-Pereda, A. Martínez-Mora and V. Paredes-Cervantes.",https://bibtri.cepave.edu.ar/download.php?id=17381,2022,"Background. The true prevalence of Chagas disease inmexicois unknown. However, it has been estimated that 1.1–4 million people are infected with Trypanosoma cruzi , which represents a potential risk for transmission of the disease via contaminated blood. Aim of the Study. To determine the Chagas disease seroprevalence in donors from eight blood banks in the north ofmexicoCity, and the northeast of the State ofmexico. Study Design and Methods. Serum samples from blood donors ( n = 515,038) were tested to detect the presence of anti- Trypanosoma cruzi antibodies in eight blood banks. The serologic screening test was performed in each of the blood banks. To confirm the seropositive blood donors, only two out of the eight blood banks used a test with a different principle with the aim of identifying anti- Trypanosoma cruzi antibodies. All tests were validated by the Mexican Institute for Epidemiological Diagnosis and Reference. Results. One thousand two hundred and ten blood donors were seropositive for Try- panosoma cruzi , which represents a 0.23% seroprevalence (95% CI 0.22–0.25%). Of the seropositive blood donors, 97.03 % resided in the northeast area of the State ofmexico,mexicoCity, and southern part of the State of Hidalgo. Conclusions. Active transmission of Chagas disease may be occurring in non-endemic regions in the northeast of the State ofmexico."
