title,authors,url,year,abstract
Chagas Disease and Domestic Medical Screening Guidance for Newly Arrived Individuals Under a Humanitarian-Based Immigration Status: A Call for Action.,"Agudelo Higuita, N. I., C. Franco-Paredes, A. F. Henao-Martinez, N. L. Beatty, J. Manne-Goehler and C. J. Forsyth.",https://bibtri.cepave.edu.ar/download.php?id=18608,2022,"Chagas disease is considered one of the most important neglected tropical diseases in the Western Hemisphere, given its morbidity, mortality, and societal and economic burden. Theunitedstateshas the fifth highest global burden of Chagas disease. Every year, thousands of migrant people from Latin America and throughout the globe travel to the U.S.– Mexico border searching for asylum. The U.S. CDC’s Guidance for the U.S. Domestic Medical Examination for Newly Arriving Refugees provides recommendations to safeguard the health of individuals who enter theunitedstateswith a humanitarian-based immigration status as defined by the CDC’s guidance under Key Considerations and Best Practices. We encourage the inclusion of Trypanosoma cruzi infection screening recommendations in this guidance as an important step toward understanding the risk and burden of Chagas disease in this vulnerable population, strengthening their access to care and contributing to the 2030 objectives of the WHO’s neglected tropical diseases road map."
"Abundant triatomines in Texas dog kennel environments: Triatomine collections, infection with Trypanosoma cruzi, and blood feeding hosts.","Busselman, R. E., R. Curtis-Robles, A. C. Meyers, I. B. Zecca, L. D. Auckland, C. L. Hodo, D. Christopher, A. B. Saunders and S. A. Hamer.",https://bibtri.cepave.edu.ar/download.php?id=18784,2024,"riatomine insects are vectors of the protozoan parasite Trypanosoma cruzi- the causative agent of Chagas disease. Chagas disease is endemic to Latin America and the southernunitedstatesand can cause severe cardiac damage in infected mammals, ranging from chronic disease to sudden death. Identifying interactions among triatomines, T. cruzi discrete typing units (DTUs), and blood feeding hosts is necessary to understand parasite transmission dynamics and effectively protect animal and human health. Through manual insect trapping efforts, kennel staff collections, and with the help of a trained scent detection dog, we collected triatomines from 10 multi-dog kennels across central and south Texas over a one-year period (2018–2019) and tested a subset to determine their T. cruzi infection status and identify the primary bloodmeal hosts. We collected 550 triatomines, including Triatoma gerstaeckeri (n = 515), Triatoma lecticularia (n = 15), Triatoma sanguisuga (n = 6), and Triatoma indictiva (n = 2), with an additional 10 nymphs and 2 adults unable to be identified to species. The trained dog collected 42 triatomines, including nymphs, from areas not previously considered vector habitat by the kennel owners. Using qPCR, we found a T. cruzi infection prevalence of 47 % (74/157), with T. lecticularia individuals more likely to be infected with T. cruzi than other species. Infected insects harbored two T. cruzi discrete typing units: TcI (64 %), TcIV (23 %), and mixed TcI/TcIV infections (13 %). Bloodmeal host identification was successful in 50/149 triatomines, revealing the majority (74 %) fed on a dog (Canis lupus), with other host species including humans (Homo sapiens), raccoons (Procyon lotor), chickens (Gallus gallus), wild pig (Sus scrofa), black vulture (Coragyps atratus), cat (Felis catus), and curve-billed thrasher (Toxostoma curviostre). Given the frequency of interactions between dogs and infected triatomines in these kennel environments, dogs may be an apt target for future vector control and T. cruzi intervention efforts."
A Case of Chagas Cardiomyopathy in Western Virginia: Worlds Away?,"Vattikonda, K., C. J. Peterson, B. Mulkey and B. Allen.",https://bibtri.cepave.edu.ar/download.php?id=18821,2023,"Chagas cardiomyopathy, caused by the parasite Trypanosoma cruzi, is a significant cause of cardiac pathology worldwide. Though most frequently observed in Latin America, Chagas disease is present in theunitedstatesand should be considered in patients with heart block or other cardiac abnormalities and previous travel to or residence in endemic areas. Here we describe a new diagnosis of Chagas cardiomyopathy in a patient residing in Virginia with a previous residence in Mexico."
Clinical Characteristics and Outcomes of Chagas Disease in the United States: A Multicenter Retrospective Analysis.,"Henao-Martinez, A. F., C. Olivo-Freites, N. Agudelo-Higuita, C. Ferraz, C. Franco-Paredes, J. Tuells, L. Woc-Colburn, S. Villalpando-Carrión, D. B. Chastain and A. Rassi Jr.",https://bibtri.cepave.edu.ar/download.php?id=18849,2023,"Chagas disease affects approximately 300,000 patients in theunitedstates. We evaluated a multicenter U.S.-based network to obtain clinical characteristics and outcomes of chronic Chagas disease by disease forms. This was a U.S.-based, multicenter, population-based, retrospective cohort study. We queried TriNetX, a global research network, to identify patients with dual-positive IgG serology for Trypanosoma cruzi. We captured outcomes of interest for up to 5 years. We found 429 patients with evidence of dual-positive T. cruzi IgG out of 19,831 patients with an available test result from 31U.S. medical centers. The positive proportion for those tested was 2.2%, up to 4.6% among Hispanics. We found a prevalence of a positive Chagas serology of 0.02% among Hispanics. Cardiomyopathy risk reached an annual rate of 1.3% during the initial 5 years of follow-up among patients with the indeterminate form. We found no new events for pulmonary embolism, sudden death, or left ventricular aneurysms at 5 years. Annual risks for arrhythmias and stroke for chronic Chagas cardiomyopathy (CCC) were 1.6% and 0.8%, respectively. The yearly mortality and hospitalization rates for CCC were 2.7% and 17.1%, respectively. Only 13 patients had a documented antitrypanosomal therapy course within 6 months after diagnosis. Of those receiving treatment, 10 patients received benznidazole and three nifurtimox. Chagas disease screening in patients from endemic areas living in theunitedstatesremains crucial. Chronic Chagas cardiomyopathy carries a considerable disease burden, translating into increased morbidity and mortality and an enlarging medical health service utilization."
Veterinary Chagas Disease (American Trypanosomiasis) in the United States.,"Hamer, S. A. and A. B. Saunders.",https://bibtri.cepave.edu.ar/download.php?id=18872,2022,"Veterinary Chagas disease is a concern for dogs, cats, and other mammals that can come into contact with triatomine insect vectors, which are distributed across the Southernunitedstates. Veterinary awareness for Chagas disease should not be restricted to the south because infected pets may move to other regions with their owners. There is wide variation in clinical outcomes in infected dogs. Some remain asymptomatic, whereas others develop Chagas myocarditis, which can result in chronic disease or sudden death. Infected animals are typically managed symptomatically but promising new research suggests antiparasitic treatment options may be more readily available in the future. Vector control approaches and raising awareness among dog owners and the veterinary community for triatomines and Chagas disease is critical, especially as the vector populations are predicted to expand due to climate change.76 Owners of infected dogs should be educated about vector control and habitat management approaches to reduce interactions of triatomines with dogs and other species (Box 3). Given T cruzi is a zoonotic agent, advancing our understanding of veterinary Chagas disease can provide information relevant for protecting human health and vice versa."
Genetic diversity of Trypanosoma cruzi infecting raccoons (Procyon lotor) in two metropolitan areas of southern Louisiana: implications for parasite transmission networks,"Majeau, A., E. Cloherty, A. Nikki Anderson, S. C. Straif-Bourgeois, E. Dumonteil, and C. Herrera",https://bibtri.cepave.edu.ar/download.php?id=18910,2023,"Abstract Trypanosoma cruzi, the etiological agent of Chagas disease, exists as an anthropozoonosis in Louisiana. Raccoons are an important reservoir, as they demonstrate high prevalence and maintain high parasitemia longer than other mammals. Given the complex nature of parasite transmission networks and importance of raccoons as reservoirs that move between sylvatic and domestic environments, detailing the genetic diversity of T. cruzi in raccoons is crucial to assess risk to human health. Using a next-generation sequencing approach targeting the mini-exon, parasite diversity was assessed in two metropolitan areas of Louisiana. Sequences were analysed along with those previously identified in other mammals and vectors to determine if any association exists between ecoregion and parasite diversity. Parasites were identified from discrete typing units (DTUs) TcI, TcII, TcIV, TcV, and TcVI. DTUs TcII, TcV, and TcVI are previously unreported in raccoons in the US. TcI was the most abundant DTU, comprising nearly 80% of all sequences. All but one raccoon harboured multiple haplotypes, some demonstrating mixed infections of different DTUs. Furthermore, there is significant association between DTU distribution and level III ecoregion in Louisiana. Finally, while certain sequences were distributed across multiple tissues, others appeared to have tissue-specific tropism. Taken together, these findings indicate that ongoing surveillance of T. cruzi in theunitedstates(US) should be undertaken across ecoregions to fully assess risk to human health. Given potential connections between parasite diversity and clinical outcomes, deep sequencing technologies are crucial and interventions targeting raccoons may prove useful in mitigating human health risk. Key words: Trypanosoma cruzi, protozoa, diversity, raccoons, zoonosis, mini-exon"
A Data-Driven Approach to Construct a Molecular Map of Trypanosoma cruzi to Identify Drugs and Vaccine Targets.,"Nath, S. K., P. Pankajakshan, T. Sharma, P. Kumari, S. Shinde, N. Garg, K. Mathur, N. Arambam, D. Harjani, M. Raj, G. Kwatra, S. Venkatesh, A. Choudhoury, S. Bano, P. Tayal, M. Sharan, R. Arora, U. Strych, P. J. Hotez, M. E. Bottazzi and K. Rawal.",https://bibtri.cepave.edu.ar/download.php?id=19063,2023,"Chagas disease (CD) is endemic in large parts of Central and South America, as well as in Texas and the southern regions of theunitedstates. Successful parasites, such as the causative agent of CD, Trypanosoma cruzi have adapted to specific hosts during their phylogenesis. In this work, we have assembled an interactive network of the complex relations that occur between molecules within T. cruzi. An expert curation strategy was combined with a text-mining approach to screen 10,234 full-length research articles and over 200,000 abstracts relevant to T. cruzi. We obtained a scale-free network consisting of 1055 nodes and 874 edges, and composed of 838 proteins, 43 genes, 20 complexes, 9 RNAs, 36 simple molecules, 81 phenotypes, and 37 known pharmaceuticals. Further, we deployed an automated docking pipeline to conduct large-scale docking studies involving several thousand drugs and potential targets to identify network-based binding propensities. These experiments have revealed that the existing FDA-approved drugs benznidazole (Bz) and nifurtimox (Nf) show comparatively high binding energies to the T. cruzi network proteins (e.g., PIF1 helicase-like protein, trans-sialidase), when compared with control datasets consisting of proteins from other pathogens. We envisage this work to be of value to those interested in finding new vaccines for CD, as well as drugs against the T. cruzi parasite."
A multicenter comparative study of the performance of four rapid immunochromatographic tests for the detection of anti-Trypanosoma cruzi antibodies in Brazil.,"Araújo Domingos Iturra, J., L. M. Leony, F. A. Cardoso Medeiros, J. Alves de Souza Filho, L. da Rocha Siriano, S. Brito do Nascimento Tavares, A. Ostermayer Luquetti, V. Silva Belo, A. S. de Sousa and F. L. Neves Santos.",https://bibtri.cepave.edu.ar/download.php?id=19064,2023,"Diagnosis of Trypanosoma cruzi (T. cruzi) infection in the chronic phase of Chagas disease (CD) is performed by serologic testing. Conventional tests are currently used with very good results but require time, laboratory infrastructure, and expertise. Rapid diagnostic tests (RDTs) are an alternative as the results are immediate and do not require specialized knowledge, making them suitable for epidemiologic studies and promising as a screening tool. Nevertheless, few studies conducted comparative evaluations of RDTs to validate the results and assess their performance. In this study, we analyzed four trades of rapid tests (OnSite Chagas Ab Combo Rapid Test-unitedstates, SD Bioline Chagas ABunitedstates, WL Check Chagas-Argentina, and TR Chagas Bio-Manguinhos- Brazil) using a panel of 190 samples, including sera from 111 infected individuals, most of whom had low T. cruzi antibody levels. An additional 59 samples from uninfected individuals and 20 sera from individuals with other diseases, mainly visceral leishmaniasis, were included. All tests were performed by three independent laboratories in a blinded manner. Results showed differences in sensitivity from 92.8 to 100%, specificity from 78.5 to 92.4%, and accuracy from 90.5 to 95.3% among the four assays. The results presented here show that all four RDTs have high overall diagnostic ability. However, WL Check Chagas and TR Chagas Bio-Manguinhos were considered most suitable for use in screening studies due to their high sensitivity combined with good performance. Although these two RDTs have high sensitivity, a positive result should be confirmed with other tests to confirm or rule out reactivity/ positivity, especially considering possible cross-reactivity with individuals with leishmaniasis or toxoplasmosis."
"Collection of triatomines from sylvatic habitats by a Trypanosoma cruzi-infected scent detection dog in Texas, USA.","Christopher, D. M., R. Curtis-Robles, G. L. Hamer, J. Bejcek, A. B. Saunders, W. D. Roachell, T. L. Cropper and S. A. Hamer.",https://bibtri.cepave.edu.ar/download.php?id=19112,2023,"Background Triatomine insects, vectors of the etiologic agent of Chagas disease (Trypanosoma cruzi), are challenging to locate in sylvatic habitats. Collection techniques used in theunitedstatesoften rely on methods to intercept seasonally dispersing adults or on community scientists’ encounters. Neither method is suited for detecting nest habitats likely to harbor triatomines, which is important for vector surveillance and control. Furthermore, manual inspection of suspected harborages is difficult and unlikely to reveal novel locations and host associations. Similar to a team that used a trained dog to detect sylvatic triatomines in Paraguay, we worked with a trained scent detection dog to detect triatomines in sylvatic locations across Texas. Principle methodology/Findings Ziza, a 3-year-old German Shorthaired Pointer previously naturally infected with T. cruzi, was trained to detect triatomines. Over the course of 6 weeks in the fall of 2017, the dog and her handler searched at 17 sites across Texas. The dog detected 60 triatomines at 6 sites; an additional 50 triatomines were contemporaneously collected at 1 of these sites and 2 additional sites without the assistance of the dog. Approximately 0.98 triatomines per hour were found when only humans were conducting searches; when working with the dog, approximately 1.71 triatomines per hour were found. In total, 3 adults and 107 nymphs of four species (Triatoma gerstaeckeri, Triatoma protracta, Triatoma sanguisuga, and Triatoma indictiva) were collected. PCR testing of a subset revealed T. cruzi infection, including DTUs TcI and TcIV, in 27% of nymphs (n = 103) and 66% of adults (n = 3). Bloodmeal analysis of a subset of triatomines (n = 5) revealed feeding on Virginia opossum (Didelphis virginiana), Southern plains woodrat (Neotoma micropus), and eastern cottontail (Sylvilagus floridanus). Conclusion/Significance A trained scent detection dog enhanced triatomine detections in sylvatic habitats. This approach is effective at detecting nidicolous triatomines. Control of sylvatic sources of triatomines is challenging, but this new knowledge of specific sylvatic habitats and key hosts may reveal opportunities for novel vector control methods to block the transmission of T. cruzi to humans and domestic animals."
Effect of clinician information sessions on diagnostic testing for Chagas disease.,"West, H. M., C. E. Milliren, J. Manne-Goehler, J. Davis, J. Gallegos, J. H. Perez and J. R. Kohler.",https://bibtri.cepave.edu.ar/download.php?id=19141,2022,"Background Chagas disease is a potentially life-threatening neglected disease of poverty that is endemic in continental Latin America. Caused by Trypanosoma cruzi (T. cruzi), it is one of six parasitic diseases in theunitedstatestargeted by the Centers for Disease Control as a public health problem in need of action. An estimated 300,000 people are infected with T. cruzi in theunitedstates(US). Although its morbidity, mortality and economic burden are high, awareness of Chagas disease is lacking among many healthcare providers in the US. The purpose of this analysis is to determine if the number of diagnostic tests performed at a community health center serving an at-risk population for Chagas disease increased after information sessions. A secondary aim was to determine if there was a difference by provider type, i.e., nurse practitioner vs. physician, or by specialty in the number of patients screened. Methodology/Principal findings We conducted a retrospective data analysis of the number of Chagas serology tests performed at a community health center before and after information sessions for clinicians. A time series analysis was conducted focusing on the Adult and Family Medicine Departments at East Boston Neighborhood Health Center (EBNHC). Across all departments there were 1,957 T. cruzi tests performed before the sessions vs. 2,623 after the sessions. Interrupted time series analysis across departments indicated that testing volume was stable over time prior to the sessions (pre-period slope = +4.1 per month; p = 0.12), followed by an immediate shift after the session (+51.6; p = 0.03), while testing volume remained stable over time after the session (post-period slope = -6.0 per month; p = 0.11). Conclusion/Significance In this study, Chagas testing increased after information sessions. Clinicians who began testing their patients for Chagas disease after learning of the importance of this intervention added an extra, potentially time-consuming task to their already busy workdays without external incentives or recognition."
Geospatial analysis as a tool to identify target areas for Chagas disease education for healthcare providers.,"Pacheco, G. J., L. Fulton, J. Betancourt, R. Shanmugam and P. S. Granados.",https://bibtri.cepave.edu.ar/download.php?id=19173,2022,"Chagas Disease (CD) is a neglected zoonotic disease of the Americas. It can be fatal if not diagnosed and treated in its early stages. Using geospatial and sensitivity analysis, this study focuses on understanding how to better allocate resources and educational information to areas in theunitedstates, specifically Texas, that have the potential for increased risk of CD cases and the associated costs of addressing the disease. ICD-9 and 10 inpatient hospital diagnostic codes were used to illustrate the salience of potentially missed CD diagnoses (e.g., cardiomyopathic diagnoses) and where these are occurring with more frequency. Coding software along with GIS and Microsoft Excel 3D mapping were used to generate maps to illustrate where there may be a need for increased statewide surveillance and screening of populations at greater risk for CD. The CD cases reported to the Texas Department of State Healthcare Services (TxDSHS) are not homogenously dispersed throughout the state but rather, reveal that the incidences are in clusters and primarily in urban areas, where there is increased access to physician care, CD research and diagnostic capabilities."
